https://www.govinfo.gov/app/details/PPP-2014-book1	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2014, Book I)	2014-01-01	2014-06-30	https://www.govinfo.gov/content/pkg/PPP-2014-book1/pdf/PPP-2014-book1.pdf	2014-01-01_2014-06-30_obama-b.pdf
https://www.govinfo.gov/app/details/PPP-2016-book1	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2016, Book I)	2016-01-01	2016-06-30	https://www.govinfo.gov/content/pkg/PPP-2016-book1/pdf/PPP-2016-book1.pdf	2016-01-01_2016-06-30_obama-b.pdf
https://www.govinfo.gov/app/details/PPP-2013-book1	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2013, Book I)	2013-01-01	2013-06-30	https://www.govinfo.gov/content/pkg/PPP-2013-book1/pdf/PPP-2013-book1.pdf	2013-01-01_2013-06-30_obama-b.pdf
https://www.govinfo.gov/app/details/PPP-2012-book2	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2012, Book II)	2012-07-01	2012-12-30	https://www.govinfo.gov/content/pkg/PPP-2012-book2/pdf/PPP-2012-book2.pdf	2012-07-01_2012-12-30_obama-b.pdf
https://www.govinfo.gov/app/details/PPP-2016-book2	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2016-2017, Book II)	2016-07-01	2017-01-20	https://www.govinfo.gov/content/pkg/PPP-2016-book2/pdf/PPP-2016-book2.pdf	2016-07-01_2017-01-20_obama-b.pdf
https://www.govinfo.gov/app/details/PPP-2009-book2	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2009, Book II)	2009-07-01	2009-12-31	https://www.govinfo.gov/content/pkg/PPP-2009-book2/pdf/PPP-2009-book2.pdf	2009-07-01_2009-12-31_obama-b.pdf
https://www.govinfo.gov/app/details/PPP-2012-book1	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2012, Book I)	2012-01-01	2012-06-30	https://www.govinfo.gov/content/pkg/PPP-2012-book1/pdf/PPP-2012-book1.pdf	2012-01-01_2012-06-30_obama-b.pdf
https://www.govinfo.gov/app/details/PPP-2011-book2	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2011, Book II)	2011-07-01	2011-12-31	https://www.govinfo.gov/content/pkg/PPP-2011-book2/pdf/PPP-2011-book2.pdf	2011-07-01_2011-12-31_obama-b.pdf
https://www.govinfo.gov/app/details/PPP-2011-book1	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2011, Book I)	2011-01-01	2011-06-30	https://www.govinfo.gov/content/pkg/PPP-2011-book1/pdf/PPP-2011-book1.pdf	2011-01-01_2011-06-30_obama-b.pdf
https://www.govinfo.gov/app/details/PPP-2009-book1	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)	2009-01-20	2009-06-30	https://www.govinfo.gov/content/pkg/PPP-2009-book1/pdf/PPP-2009-book1.pdf	2009-01-20_2009-06-30_obama-b.pdf
https://www.govinfo.gov/app/details/PPP-2010-book2	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2010, Book II)	2010-07-01	2010-12-31	https://www.govinfo.gov/content/pkg/PPP-2010-book2/pdf/PPP-2010-book2.pdf	2010-07-01_2010-12-31_obama-b.pdf
https://www.govinfo.gov/app/details/PPP-2010-book1	Obama, Barack H.	Public Papers of the Presidents of the United States: Barack Obama (2010, Book I)	2010-01-01	2010-06-30	https://www.govinfo.gov/content/pkg/PPP-2010-book1/pdf/PPP-2010-book1.pdf	2010-01-01_2010-06-30_obama-b.pdf
