author,title,date,file
"Ford, Gerald R., Jr.","Public Papers of the Presidents of the United States: Gerald R. Ford, Jr. (1976, Book III)",1976-07,1976-07-10_1977-01-20_ford-g-020.txt
"Ford, Gerald R., Jr.","Public Papers of the Presidents of the United States: Gerald R. Ford, Jr. (1976, Book III)",1976-07,1976-07-10_1977-01-20_ford-g-021.txt
"Ford, Gerald R., Jr.","Public Papers of the Presidents of the United States: Gerald R. Ford, Jr. (1976, Book III)",1976-07,1976-07-10_1977-01-20_ford-g-022.txt
"Ford, Gerald R., Jr.","Public Papers of the Presidents of the United States: Gerald R. Ford, Jr. (1976, Book III)",1976-07,1976-07-10_1977-01-20_ford-g-023.txt
"Ford, Gerald R., Jr.","Public Papers of the Presidents of the United States: Gerald R. Ford, Jr. (1976, Book III)",1976-07,1976-07-10_1977-01-20_ford-g-024.txt
"Ford, Gerald R., Jr.","Public Papers of the Presidents of the United States: Gerald R. Ford, Jr. (1976, Book III)",1976-07,1976-07-10_1977-01-20_ford-g-025.txt
"Ford, Gerald R., Jr.","Public Papers of the Presidents of the United States: Gerald R. Ford, Jr. (1976, Book III)",1976-07,1976-07-10_1977-01-20_ford-g-026.txt
"Ford, Gerald R., Jr.","Public Papers of the Presidents of the United States: Gerald R. Ford, Jr. (1976, Book III)",1976-07,1976-07-10_1977-01-20_ford-g-027.txt
"Ford, Gerald R., Jr.","Public Papers of the Presidents of the United States: Gerald R. Ford, Jr. (1976, Book III)",1976-07,1976-07-10_1977-01-20_ford-g-028.txt
"Ford, Gerald R., Jr.","Public Papers of the Presidents of the United States: Gerald R. Ford, Jr. (1976, Book III)",1976-07,1976-07-10_1977-01-20_ford-g-029.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-000.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-001.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-002.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-003.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-004.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-005.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-006.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-007.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-008.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-009.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-010.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-011.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-012.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-013.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-014.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-015.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-016.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-017.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-018.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-019.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-020.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-021.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-022.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-023.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-024.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-025.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-026.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-027.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-028.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-029.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-030.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-031.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-032.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-033.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-034.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-035.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-036.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-037.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-038.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-039.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-040.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-041.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-042.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-043.txt
"Obama, Barack H.","Public Papers of the Presidents of the United States: Barack Obama (2009, Book I)",2009-01,2009-01-20_2009-06-30_obama-b-044.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-000.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-001.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-002.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-003.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-004.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-005.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-006.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-007.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-008.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-009.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-010.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-011.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-012.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-013.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-014.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-015.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-016.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-017.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-018.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-019.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-020.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-021.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-022.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-023.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-024.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-025.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-026.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-027.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-028.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-029.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-030.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-031.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-032.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-033.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-034.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-035.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-036.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-037.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-038.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-039.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-040.txt
"Carter, James E., Jr.","Public Papers of the Presidents of the United States: James E. Carter, Jr. (1979, Book I)",1979-01,1979-01-01_1979-06-22_carter-j-041.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-000.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-001.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-002.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-003.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-004.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-005.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-006.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-007.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-008.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-009.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-010.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-011.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-012.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-013.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-014.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-015.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-016.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-017.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-018.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-019.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-020.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-021.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-022.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-023.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-024.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-025.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-026.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1966, Book I)",1966-01,1966-01-01_1966-06-30_johnson-l-027.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-000.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-001.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-002.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-003.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-004.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-005.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-006.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-007.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-008.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-009.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-010.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-011.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-012.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-013.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-014.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-015.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-016.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-017.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-018.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-019.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-020.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-021.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-022.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-023.txt
"Johnson, Lyndon B.","Public Papers of the Presidents of the United States: Lyndon B. Johnson (1965, Book II)",1965-06,1965-06-01_1965-12-31_johnson-l-024.txt
"Bush, George W.","Public Papers of the Presidents of the United States: George W. Bush (2001, Book II)",2001-07,2001-07-01_2001-12-31_bush-g-000.txt
"Bush, George W.","Public Papers of the Presidents of the United States: George W. Bush (2001, Book II)",2001-07,2001-07-01_2001-12-31_bush-g-001.txt
"Bush, George W.","Public Papers of the Presidents of the United States: George W. Bush (2001, Book II)",2001-07,2001-07-01_2001-12-31_bush-g-002.txt
"Bush, George W.","Public Papers of the Presidents of the United States: George W. Bush (2001, Book II)",2001-07,2001-07-01_2001-12-31_bush-g-003.txt
"Bush, George W.","Public Papers of the Presidents of the United States: George W. Bush (2001, Book II)",2001-07,2001-07-01_2001-12-31_bush-g-004.txt
"Bush, George W.","Public Papers of the Presidents of the United States: George W. Bush (2001, Book II)",2001-07,2001-07-01_2001-12-31_bush-g-005.txt
"Bush, George W.","Public Papers of the Presidents of the United States: George W. Bush (2001, Book II)",2001-07,2001-07-01_2001-12-31_bush-g-006.txt
"Bush, George W.","Public Papers of the Presidents of the United States: George W. Bush (2001, Book II)",2001-07,2001-07-01_2001-12-31_bush-g-007.txt
"Bush, George W.","Public Papers of the Presidents of the United States: George W. Bush (2001, Book II)",2001-07,2001-07-01_2001-12-31_bush-g-008.txt
"Bush, George W.","Public Papers of the Presidents of the United States: George W. Bush (2001, Book II)",2001-07,2001-07-01_2001-12-31_bush-g-009.txt
